,ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
821,SMCAN3_12/20/2021_13:30,0,0,142.6673704,4280.021113,0,0,142.6673704,71.33368521,285.3347408,0,0,0,71.33368521,0,0,0,0,0,71.33368521,0,0,0,0,321.0015835,0,0,0,2140.010556,0,0,0,35.66684261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.66684261,0,0,12/20/2021,SMCAN3,13:30,8.674,397.9,579,376.16,0.28,82.8,9.62,7.79,88.61,4.14,0.43,23481,24219,2,,1.401862244
822,SMCAN3_12/28/2021_13:40,0,55.76722424,69.7090303,1686.958533,0,13.94180606,362.4869576,69.7090303,362.4869576,0,0,0,153.3598667,0,13.94180606,0,0,0,41.82541818,0,0,0,0,41.82541818,0,0,0,780.7411394,0,0,13.94180606,13.94180606,0,0,27.88361212,0,13.94180606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/28/2021,SMCAN3,13:40,9.499,434.4,617,401.474,0.3,83.8,9.52,7.84,97.23,3.09,0.34,59310,60254,2,,1.793167965
823,SMCAN3_12/6/2021_11:10,0,0,155.2012354,2917.783224,0,0,1148.489142,62.08049414,0,0,0,0,0,0,31.04024707,0,0,0,0,0,0,0,0,31.04024707,0,31.04024707,0,7356.538555,217.2817295,0,0,62.08049414,0,93.12074121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/6/2021,SMCAN3,11:10,11.59,415.1,558,362.462,0.27,73.3,7.96,7.77,42.93,4.45,0.61,612976,613612,1,,1.208108925
824,SMCAN3_2/15/2022_10:50,0,0,914.6686961,2054345.891,0,406.5194205,1016.298551,304.8895654,4065.194205,0,101.6298551,0,609.7791307,0,101.6298551,203.2597102,1829.337392,0,203.2597102,0,0,0,508.1492756,203.2597102,0,0,0,1117.928406,304.8895654,101.6298551,0,0,0,0,101.6298551,0,0,203.2597102,0,0,0,0,0,0,101.6298551,0,0,0,0,203.2597102,0,0,2/15/2022,SMCAN3,10:50,11.412,577,779,506.577,0.38,91.8,10,8.06,193.9,5.51,1.37,689777,690554,4,,1.475944395
825,SMCAN3_2/22/2022_10:40,0,0,0,81.33877033,0,0,1.129705143,2.259410287,3.38911543,0,0,0,6.778230861,0,2.259410287,1.129705143,68.91201375,0,3.38911543,0,0,0,0,0,0,0,0,7.907936004,16.94557715,0,2.259410287,0,0,0,1.129705143,0,2.259410287,3.38911543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/22/2022,SMCAN3,10:40,11.647,856,1150,747.093,0.58,94.5,10.26,8.1,26.25,2.55,0.25,719715,720181,1,,0.885186728
826,SMCAN3_2/8/2022_10:45,0,5.75221369,0,569.4691553,0,0,28.76106845,0,603.9824374,0,0,0,11.50442738,0,0,0,92.03541903,0,28.76106845,0,0,0,0,0,0,0,0,74.77877796,0,11.50442738,5.75221369,0,0,0,0,0,23.00885476,0,0,0,0,0,0,0,0,0,0,0,0,5.75221369,0,0,2/8/2022,SMCAN3,10:45,13.009,717,931,605.292,0.46,87.6,9.2,7.93,36.65,1.96,0.5,672616,673188,2,,1.086538216
827,SMCAN3_3/1/2022_10:00,0,9.317568086,0,173.3067664,0,1.863513617,9.317568086,3.727027234,7.454054469,0,0,0,68.95000384,1.863513617,9.317568086,0,50.31486766,0,1.863513617,0,0,0,0,7.454054469,0,1.863513617,0,48.45135405,11.1810817,0,7.454054469,11.1810817,0,7.454054469,1.863513617,1.863513617,0,0,1.863513617,0,0,0,0,0,0,0,0,0,0,0,1.863513617,0,3/1/2022,SMCAN3,10:00,13.902,591,751,487.923,0.37,103.9,10.71,7.94,37.56,2.22,-0.13,748654,749219,1,,1.07324142
828,SMCAN3_3/15/2022_10:00,0,3.982167904,1.327389301,153.9771589,0,1.327389301,5.309557205,15.92867161,1.327389301,0,0,0,49.11340415,3.982167904,2.654778602,0,30.52995393,0,2.654778602,0,0,0,0,1.327389301,0,0,0,50.44079344,0,0,9.291725111,2.654778602,0,3.982167904,0,0,2.654778602,0,0,0,0,0,0,0,0,0,0,0,0,1.327389301,0,0,3/15/2022,SMCAN3,10:00,15.06,583,720,468.497,0.35,95.7,9.61,7.92,57.05,2.9,-0.03,814723,815384,1,,1.255597484
829,SMCAN3_3/22/2022_9:55,0,140.224436,10.01603114,901.4428028,10.01603114,0,130.2084049,781.2504291,10.01603114,0,0,0,180.2885606,0,50.08015571,0,510.8175883,0,80.12824914,0,0,0,0,70.112218,0,0,0,671.0740866,0,10.01603114,150.2404671,40.06412457,0,120.1923737,10.01603114,0,0,0,0,0,10.01603114,0,0,0,0,0,0,0,0,0,80.12824914,0,3/22/2022,SMCAN3,9:55,15.419,487.8,597,387.9,0.29,95,9.47,7.99,55.63,1.83,-0.18,847323,847980,2,,1.247999314
830,SMCAN3_3/29/2022_10:00,0,104.4528962,0,3927.428897,0,0,83.56231696,20.89057924,62.67173772,0,0,0,167.1246339,20.89057924,584.9362187,0,417.8115848,0,20.89057924,0,0,0,0,0,0,0,0,1128.091279,0,0,62.67173772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.78115848,0,3/29/2022,SMCAN3,10:00,15.339,561,689,448.132,0.34,79.7,7.96,7.65,20.43,4.36,-0.19,880625,881255,1,,1.196711671
831,SMCAN3_3/8/2022_9:50,0,18.37495975,0,277.9212662,0,4.593739938,6.890609907,2.296869969,9.187479875,0,0,0,16.07808978,4.593739938,6.890609907,0,144.702808,0,11.48434984,0,0,2.296869969,0,4.593739938,0,0,0,50.53113931,0,0,0,0,0,0,2.296869969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.296869969,0,3/8/2022,SMCAN3,9:50,12.294,520,687,446.23,0.34,106.6,11.39,8.11,19.15,1.24,-0.15,782080,782653,1,,1.088437758
832,SMCAN4_1/10/2022_12:50,0,51.51101731,231.7995779,2549.795357,0,0,618.1322077,0,669.643225,0,0,0,103.0220346,0,25.75550865,0,0,0,25.75550865,0,0,0,25.75550865,51.51101731,0,0,0,463.5991558,51.51101731,0,25.75550865,412.0881384,0,0,25.75550865,0,0,0,25.75550865,0,0,0,0,0,0,0,0,25.75550865,0,25.75550865,0,0,1/10/2022,SMCAN4,12:50,12.491,446.2,583,381.957,0.29,90.9,9.66,7.96,71.32,2.09,0.09,94044,94555,1,,0.970666133
833,SMCAN4_1/24/2022_14:00,0,22.33212346,44.66424691,2054.555357,0,22.33212346,424.3103456,0,915.6170617,0,0,0,156.3248642,22.33212346,44.66424691,22.33212346,0,0,44.66424691,0,0,0,44.66424691,44.66424691,0,0,0,267.9854815,0,22.33212346,0,22.33212346,0,0,0,0,0,22.33212346,22.33212346,0,0,0,0,22.33212346,0,0,0,0,0,22.33212346,22.33212346,0,1/24/2022,SMCAN4,14:00,11.933,405.5,541,381.159,0.26,91,9.8,7.75,73.61,1.69,0.05,113253,113695,2,,0.839597712
835,SMCAN4_1/31/2022_12:30,0,0,14.77664484,1551.547708,0,14.77664484,103.4365139,73.8832242,576.2891488,0,0,0,236.4263175,44.32993452,14.77664484,44.32993452,14.77664484,0,44.32993452,29.55328968,0,0,0,14.77664484,0,29.55328968,0,147.7664484,0,14.77664484,0,0,0,0,29.55328968,0,280.7562519,29.55328968,14.77664484,0,0,0,0,29.55328968,0,0,0,0,0,0,0,0,1/31/2022,SMCAN4,12:30,11.698,377.9,508,330.53,0.25,92.5,10.05,7.85,39.85,1.7,0.62,642348,643016,2,,1.26889428
836,SMCAN4_11/15/2021_11:25,0,0,0,82.90690581,0,0,9.753753626,97.53753626,0,0,0,0,0,0,0,0,4.876876812,0,24.38438407,0,0,0,0,24.38438407,0,0,0,536.4564493,0,0,0,151.1831811,0,126.7987971,0,0,14.63063043,0,4.876876812,0,29.26126088,0,0,24.38438407,0,0,0,0,0,58.52252176,4.876876812,0,11/15/2021,SMCAN4,11:25,14.465,1065,1334,856.466,0.67,101,10.26,8.25,44.47,3.24,0.4,565187,565555,1,,0.699031579
837,SMCAN4_11/22/2021_14:30,0,0,44.48184172,200.1682878,0,0,111.2046043,133.4455252,0,0,0,0,0,0,0,22.24092086,0,0,88.96368346,0,0,0,22.24092086,333.6138129,0,0,0,2023.923798,467.0593382,0,0,400.3365756,0,155.6864461,66.7227626,0,22.24092086,44.48184172,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24092086,11/22/2021,SMCAN4,14:30,13.95,509,645,419.617,0.32,105.2,10.85,8.37,40.45,3.19,0.1,8885,9411,1,,0.999159269
838,SMCAN4_11/29/2021_11:15,0,0,0,523.9768236,0,0,92.46649828,0,0,0,0,0,0,0,15.41108305,0,0,0,15.41108305,0,0,0,0,123.2886644,0,0,0,1618.16372,0,0,0,369.8659931,0,200.3440796,0,0,0,30.82216609,30.82216609,0,0,0,0,15.41108305,0,0,0,0,0,30.82216609,0,0,11/29/2021,SMCAN4,11:15,13.195,328.5,424.1,275.543,0.2,93.3,9.77,7.99,31.7,1.83,0.23,599806,600660,1,,1.622209155
839,SMCAN4_11/8/2021_13:15,0,0,0,7.707797904,0,1.541559581,1.541559581,36.99742994,0,0,0,0,0,0,1.541559581,0,1.541559581,0,1.541559581,0,0,0,0,18.49871497,1.541559581,6.166238323,0,24.66495329,0,0,0,169.5715539,0,10.79091707,1.541559581,0,0,0,0,1.541559581,0,0,0,0,0,0,0,0,0,1.541559581,0,0,11/8/2021,SMCAN4,13:15,15.681,791,963,625.038,0.48,128.9,12.05,8.34,41.44,1.4,-0.06,543335,544018,NA,zoop score not collected,1.297387415
840,SMCAN4_12/14/2021_14:00,0,0,121.6739438,2007.620073,0,0,344.7428408,141.9529344,365.0218314,0,0,0,101.3949532,0,20.27899063,0,0,0,81.11596254,0,0,0,0,60.8369719,0,0,0,3264.917492,0,0,60.8369719,81.11596254,0,20.27899063,40.55798127,0,0,0,60.8369719,0,0,0,0,0,0,0,0,0,0,0,0,0,12/14/2021,SMCAN4,14:00,9.736,214.1,302.2,196.465,0.15,86.2,9.75,7.69,183.16,7.73,0.94,11361,12010,1,,1.232802976
842,SMCAN4_12/28/2021_13:50,0,76.34871996,21.81391998,1134.323839,21.81391998,0,250.8600798,43.62783996,305.3948797,0,10.90695999,0,98.16263994,0,0,0,32.72087997,0,32.72087997,0,0,0,10.90695999,119.9765599,0,0,0,1101.602959,21.81391998,0,0,54.53479994,0,32.72087997,0,10.90695999,10.90695999,10.90695999,141.7904799,0,10.90695999,0,0,0,0,0,0,0,0,0,0,0,12/28/2021,SMCAN4,13:50,10.021,247.8,403.2,342.352,0.26,84.7,9.53,7.82,109.2,2.96,0.39,60248,60972,1,,1.375268651
843,SMCAN4_12/6/2021_11:30,0,0,123.7717689,2104.120071,0,0,309.4294222,0,0,0,0,0,30.94294222,0,30.94294222,0,30.94294222,0,123.7717689,0,0,0,0,30.94294222,0,0,0,4919.927812,0,0,0,371.3153066,0,185.6576533,30.94294222,0,0,30.94294222,30.94294222,0,0,0,0,0,0,0,0,0,0,0,0,0,12/6/2021,SMCAN4,11:30,11.739,319.3,427.4,278.034,0.21,82.5,8.92,7.75,20.95,3.3,0.39,613632,614270,1,,1.21190801
844,SMCAN4_2/15/2022_11:00,0,0,88837.1971,1223979.16,0,9870.799678,39483.19871,0,286253.1907,0,59224.79807,0,49353.99839,0,49353.99839,19741.59936,19741.59936,0,9870.799678,0,0,0,207286.7932,29612.39903,0,0,0,9870.799678,0,0,0,0,0,9870.799678,0,0,9870.799678,9870.799678,0,0,0,0,0,0,0,0,0,0,0,0,9870.799678,0,2/15/2022,SMCAN4,11:00,9.668,349.5,517,376.108,0.3,94.4,10.71,8.05,601.43,7.46,1.7,690804,690812,4,,0.015196339
845,SMCAN4_2/22/2022_11:00,0,0,0,29.3908839,0,0.864437762,4.322188808,0.864437762,0,0,0,0,4.322188808,0,0,0,0.864437762,0,0.864437762,0,0,0,0,2.593313285,0,0,0,18.153193,0.864437762,1.728875523,0.864437762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/22/2022,SMCAN4,11:00,12.175,702,930,603.075,0.46,98.2,10.47,8.21,69.62,1.64,0.5,720308,720917,1,,1.156821282
846,SMCAN4_2/8/2022_10:55,0,0,10.64122325,234.1069116,0,10.64122325,42.56489302,10.64122325,1064.122325,0,10.64122325,0,138.3359023,31.92366976,0,0,212.8244651,0,31.92366976,0,0,0,0,21.28244651,0,0,0,95.77100929,0,0,0,21.28244651,0,21.28244651,0,0,53.20611627,0,0,0,0,0,0,0,0,0,0,0,0,0,31.92366976,0,2/8/2022,SMCAN4,10:55,11.809,521,697,453.418,0.34,82.7,8.92,7.8,38.7,1.13,0.41,673313,674086,3,,1.468346225
847,SMCAN4_3/1/2022_10:10,0,44.84178849,0,213.6579334,0,0,15.82651358,0,271.6884832,0,0,0,205.7446766,10.55100905,21.10201811,5.275504528,166.1783926,0,39.56628396,0,0,0,0,13.18876132,0,5.275504528,0,44.84178849,2.637752264,7.913256792,34.29077944,2.637752264,0,0,0,0,18.46426584,7.913256792,5.275504528,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/2022,SMCAN4,10:10,13.846,378.7,481.8,372.939,0.23,99.5,10.27,7.9,33.67,2.39,-0.14,749245,749832,1,,1.115031351
848,SMCAN4_3/15/2022_10:15,8.538753193,14.23125532,2.846251064,293.1638596,0,0,45.54001703,0,22.77000851,0,0,0,85.38753193,5.692502129,8.538753193,0,182.1600681,0,25.61625958,0,0,0,0,0,0,0,0,99.61878725,0,0,11.38500426,0,0,0,0,0,0,11.38500426,5.692502129,0,0,0,0,0,0,0,0,0,0,0,0,0,3/15/2022,SMCAN4,10:15,15.412,474.4,581,377.59,0.28,99,9.88,7.96,13.47,1.42,-0.28,815393,815971,1,,1.09793547
849,SMCAN4_3/22/2022_10:00,0,44.68952435,22.34476218,767.170168,0,0,67.03428653,7.448254058,67.03428653,0,0,0,454.3434975,96.82730273,424.5504813,7.448254058,662.8946112,0,119.1720649,0,0,0,0,22.34476218,0,7.448254058,0,335.1714326,0,0,156.4133352,14.89650812,0,0,0,0,0,0,14.89650812,0,0,0,0,0,0,0,0,0,7.448254058,0,0,0,3/22/2022,SMCAN4,10:00,15.228,402,488.5,317.49,0.24,90.3,8.95,7.93,65.35,3.33,-0.18,848256,848845,2,,1.118830436
850,SMCAN4_3/29/2022_10:10,0,46.75333898,31.16889265,1776.626881,15.58444633,0,15.58444633,0,15.58444633,0,0,0,607.7934067,31.16889265,342.8578192,0,794.8067626,0,77.92223162,0,0,15.58444633,15.58444633,0,0,0,0,264.9355875,46.75333898,0,62.3377853,31.16889265,0,0,0,0,0,31.16889265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/29/2022,SMCAN4,10:10,15.28,388.7,477.2,310.086,0.23,73.8,7.38,7.63,39.92,3.89,-0.16,881395,881958,1,,1.069442335
851,SMCAN4_3/8/2022_10:10,0,84.9573473,0,140.6190576,0,1.46478185,20.5069459,0,43.9434555,0,1.46478185,0,60.05605584,0,4.39434555,0,60.05605584,0,11.7182548,0,0,0,0,1.46478185,0,0,0,16.11260035,0,0,13.18303665,1.46478185,0,1.46478185,0,0,1.46478185,1.46478185,2.9295637,0,0,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,SMCAN4,10:10,11.645,408,548,356.405,0.27,98.2,10.64,7.78,22.88,0.35,-0.25,782801,783400,1,,1.137825859
852,SMSAC_1/10/2022_11:20,0,0.777610926,6.998498333,122.8625263,0,0.777610926,1.555221852,0,16.32982944,0,3.110443704,0,17.8850513,6.220887408,4.665665556,6.220887408,21.77310593,0,0,0,0,0.777610926,0,0.777610926,0,0.777610926,0,13.99699667,0,0.777610926,3.110443704,3.88805463,0,1.555221852,1.555221852,0,0,0,3.110443704,0,0,0,0,0.777610926,0,0,0.777610926,0,0,0.777610926,0,0,1/10/2022,SMSAC,11:20,9.714,143.6,202.9,131.825,0.1,98,11.14,7.95,15.75,0.84,-0.04,90425,91102,1,,1.285990161
853,SMSAC_1/24/2022_12:30,0,5.875475411,4.700380329,96.35779675,0,1.175095082,3.525285247,4.700380329,7.050570494,0,0,0,21.15171148,0,29.37737706,0,43.47851804,0,4.700380329,0,0,0,2.350190165,5.875475411,0,0,0,49.35399346,5.875475411,2.350190165,4.700380329,3.525285247,0,5.875475411,3.525285247,0,1.175095082,2.350190165,2.350190165,0,0,0,0,1.175095082,0,0,0,0,0,2.350190165,0,0,1/24/2022,SMSAC,12:30,9.912,142.8,200.7,130.454,0.1,100.9,11.41,7.87,4.8,0.45,-0.15,109584,110032,1,,0.850994966
854,SMSAC_1/3/2022_11:40,0,3.813696001,15.25478401,266.9587202,0,7.627392004,22.88217601,7.627392004,186.8711041,0,0,0,347.0463361,34.32326401,129.6656641,0,102.9697921,0,34.32326401,0,0,0,0,3.813696001,0,0,0,137.2930561,0,3.813696001,26.69587202,34.32326401,0,22.88217601,0,0,0,0,7.627392004,0,0,0,0,3.813696001,0,0,0,0,0,0,3.813696001,0,1/3/2022,SMSAC,11:40,6.915,144.3,220.5,143.313,0.1,96.3,11.7,7.93,13.08,1.29,0.02,69215,69824,1,,1.156821282
855,SMSAC_1/31/2022_10:55,0,3.941618724,15.7664749,370.5121601,3.941618724,11.82485617,39.41618724,3.941618724,47.2994247,0,0,0,51.24104342,0,19.70809363,0,106.4237056,0,7.883237449,0,0,7.883237449,11.82485617,0,0,0,0,106.4237056,0,7.883237449,0,15.7664749,0,0,7.883237449,0,3.941618724,7.883237449,15.7664749,0,0,0,0,3.941618724,7.883237449,0,0,0,0,3.941618724,0,0,1/31/2022,SMSAC,10:55,9.301,143.3,204.7,133.026,0.1,103.2,11.84,2.96,4.84,1,0.36,638093,638570,1,,0.906081694
856,SMSAC_11/15/2021_10:15,0,6.193442316,0,229.1573657,0,0,34.06393274,6.193442316,3.096721158,0,0,0,328.2524428,0,71.22458663,0,12.38688463,3.096721158,6.193442316,0,0,0,0,0,0,0,0,37.1606539,0,6.193442316,3.096721158,18.58032695,0,0,9.290163474,0,0,0,0,12.38688463,0,0,0,15.48360579,0,0,0,0,0,6.193442316,0,0,11/15/2021,SMSAC,10:15,14.256,158.3,199.1,129.451,0.09,91.2,9.33,7.79,10.16,1.47,0.25,561581,562006,1,,0.807305493
857,SMSAC_11/22/2021_12:40,0,0,1.151953166,43.77422031,0,0,4.607812664,4.607812664,17.27929749,0,0,0,5.75976583,0,2.303906332,0,5.75976583,0,5.75976583,0,0,0,0,0,0,0,0,25.34296965,2.303906332,2.303906332,1.151953166,8.063672162,0,0,1.151953166,0,0,2.303906332,0,1.151953166,0,0,0,0,0,0,0,0,0,1.151953166,0,0,11/22/2021,SMSAC,12:40,12.652,167.4,219,142.379,0.1,98,10.4,8.01,14.09,0.95,-0.14,5864,6321,NA,zoop score not collected,0.868090847
858,SMSAC_11/29/2021_10:00,0,1.883515552,0.941757776,100.768082,0,0,4.708788881,1.883515552,1.883515552,0,0,0,2.825273328,0,4.708788881,0,6.592304433,0.941757776,2.825273328,0,0,0,0,0,0,0,0,28.25273328,0,4.708788881,1.883515552,10.35933554,0,0,0.941757776,0,0.941757776,1.883515552,0,0,0,0,0,9.417577761,0,0,0,0,0,0,0,0.941757776,11/29/2021,SMSAC,10:00,11.881,146.8,195.9,127.295,0.09,58.6,10.64,8.07,5.03,0.81,0.22,595798,596357,1,,1.061844166
859,SMSAC_11/8/2021_11:45,0,0,0,371.1746621,0,12.23652732,69.34032149,0,4.07884244,0,0,0,0,0,40.7884244,0,48.94610929,4.07884244,24.47305464,0,0,0,4.07884244,16.31536976,0,4.07884244,0,167.2325401,0,8.157684882,12.23652732,36.70958197,0,8.157684882,24.47305464,0,8.157684882,0,0,0,0,0,0,24.47305464,0,0,0,0,0,0,0,0,11/8/2021,SMSAC,11:45,14.215,155.4,195.4,127.003,0.09,102.4,10.39,7.85,13.25,0.49,-0.2,539414,540019,1,,1.149223113
860,SMSAC_12/14/2021_12:30,0,7.833967215,15.66793443,270.2718689,0,3.916983608,19.58491804,7.833967215,39.16983608,0,0,0,109.675541,58.75475411,78.33967215,0,317.2756722,0,86.17363937,0,0,0,0,0,0,0,0,215.4340984,0,3.916983608,3.916983608,11.75095082,0,0,7.833967215,0,3.916983608,0,3.916983608,0,0,0,0,0,0,0,0,0,0,23.50190165,43.08681968,0,12/14/2021,SMSAC,12:30,9.627,208.7,295.3,191.867,0.14,97.3,11.03,8.12,53.72,2.21,0.16,7524,8196,1,,1.27649245
861,SMSAC_12/20/2021_11:55,0,0,40.37136479,516.7534693,0,0,48.44563775,0,218.0053699,0,8.074272958,0,524.8277423,48.44563775,888.1700254,0,201.856824,0,32.29709183,0,0,0,16.14854592,8.074272958,0,0,0,266.4510076,16.14854592,8.074272958,0,16.14854592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29709183,0,0,12/20/2021,SMSAC,11:55,7.641,132.8,198.4,128.584,0.09,93.9,11.15,7.77,25.74,2.18,0.11,20051,20703,2,,1.238501603
862,SMSAC_12/28/2021_12:10,0,0.757471362,0.757471362,60.59770899,0,0.757471362,3.02988545,3.787356812,21.20919815,0,0,0,6.817242262,3.02988545,12.1195418,0.757471362,12.87701316,0,6.817242262,0,0,0,0,2.272414087,0,0,0,70.4448367,3.02988545,3.02988545,10.60459907,4.544828174,0,3.02988545,22.72414087,0.757471362,0.757471362,0,8.332184986,0,0,0,0,0,0,0,0,0,0,0,0,0,12/28/2021,SMSAC,12:10,7.716,85,126.9,82.448,0.06,96.5,11.5,7.75,39.9,1.85,0.21,54441,55136,1,,1.320181923
863,SMSAC_12/6/2021_10:00,0,1.597701356,0,67.10345696,0,0,3.195402712,0.798850678,3.99425339,0,0,0,6.390805425,0.798850678,12.78161085,0,8.787357459,0,0.798850678,0,0,0,0,0,0,0,0,15.97701356,3.99425339,2.396552034,1.597701356,3.99425339,0,0,1.597701356,0,3.195402712,0,0,0,1.597701356,0,0,17.57471492,0,0,0,0,0,0,0,0.798850678,12/6/2021,SMSAC,10:00,11.952,147.3,196.2,127.359,0.09,97.6,10.51,8.13,2.95,0.94,0.15,609879,610538,1,,1.251798399
864,SMSAC_2/15/2022_9:40,10.48690432,41.94761728,10.48690432,508.6148595,0,5.24345216,26.2172608,5.24345216,62.92142592,0,0,0,68.16487808,0,41.94761728,0,519.1017638,0,15.73035648,0,0,0,0,0,0,0,0,104.8690432,26.2172608,0,0,0,0,0,0,0,26.2172608,0,0,0,0,0,0,5.24345216,10.48690432,0,0,0,0,5.24345216,0,0,2/15/2022,SMSAC,9:40,11.806,163,216.3,139.812,0.1,106.4,11.21,7.98,5.9,1.44,0.28,686074,686576,1,,0.953570252
865,SMSAC_2/22/2022_9:25,0,42.23326803,4.91084512,121.788959,0,1.964338048,33.39374682,4.91084512,55.98363437,0,9.82169024,0,39.28676096,2.946507072,14.73253536,0.982169024,92.32388826,2.946507072,5.893014144,0,0.982169024,0,0,0,0,0,0,6.875183168,0,3.928676096,6.875183168,8.839521216,0,2.946507072,0,0,0,0,0.982169024,0.982169024,0,0,0,0.982169024,0,0,0,0,0,0,0,0.982169024,2/22/2022,SMSAC,9:25,11.685,149.3,200,130.017,0.1,100.9,10.87,8.07,16.05,2.19,0.44,715973,716509,2,,1.018154692
866,SMSAC_2/8/2022_9:40,2.336283714,8.566373618,2.336283714,65.41594399,0,0,3.89380619,4.672567428,24.14159838,0,0,0,22.5840759,2.336283714,16.353986,0,41.27434561,1.557522476,0,0,0,0,0,0,0,0.778761238,0,5.451328666,1.557522476,0.778761238,1.557522476,3.115044952,0,0,2.336283714,0,0,2.336283714,0.778761238,0.778761238,0,0,0,0,0,0,0,0,0,0,0,0,2/8/2022,SMSAC,9:40,9.917,134.3,188.6,122.602,0.09,104.4,11.8,8.11,2.42,2.78,0.4,668865,669541,1,,1.284090619
867,SMSAC_3/1/2022_9:00,0,84.91009627,3.85954983,208.4156909,0,7.719099661,34.73594847,0,138.9437939,0,38.5954983,0,96.48874573,7.719099661,382.0954332,0,301.0448867,0,11.57864949,0,0,0,30.87639864,0,0,0,0,73.33144677,0,3.85954983,23.15729898,3.85954983,0,3.85954983,0,0,0,3.85954983,0,3.85954983,0,0,0,0,0,0,0,0,0,0,0,0,3/1/2022,SMSAC,9:00,11.363,157.3,212.7,138.273,0.1,103.7,11.33,8.05,3.42,0.62,-0.33,745071,745691,2,,1.177716248
868,SMSAC_3/15/2022_9:00,0,136.1347223,1.375098205,83.88099051,0,0,11.00078564,1.375098205,2.750196411,0,0,0,2.750196411,0,4.125294616,0,42.62804436,0,4.125294616,0,0,1.375098205,0,1.375098205,0,0,0,9.625687439,0,1.375098205,9.625687439,2.750196411,0,9.625687439,0,0,0,0,1.375098205,0,0,1.375098205,0,4.125294616,0,0,0,0,0,0,0,0,3/15/2022,SMSAC,9:00,14.185,157.3,191.9,124.737,0.09,102.9,10.54,7.98,6.38,2.6,-0.27,811107,811670,1,,1.069442335
869,SMSAC_3/22/2022_9:00,0,15.38586033,12.30868826,252.3281094,0,3.077172065,9.231516191,9.231516191,3.077172065,0,0,0,0,6.15434413,61.5434413,0,295.4085183,0,9.231516191,0,0,0,0,3.077172065,0,6.15434413,0,249.2509373,83.08364575,9.231516191,36.92606478,15.38586033,0,49.23475304,3.077172065,0,0,6.15434413,3.077172065,0,0,0,0,0,6.15434413,0,0,0,3.077172065,9.231516191,0,0,3/22/2022,SMSAC,9:00,15.047,166.7,205.8,133.826,0.1,98.8,9.94,7.97,10.76,5.67,-0.21,842999,843610,1,,1.160620367
870,SMSAC_3/29/2022_9:10,0,22.38276347,0,436.4638877,0,11.19138174,201.4448712,0,0,0,0,0,11.19138174,0,89.53105389,0,402.8897425,0,67.14829042,0,0,11.19138174,0,0,0,0,0,1085.564028,223.8276347,22.38276347,55.95690868,67.14829042,0,89.53105389,22.38276347,0,11.19138174,0,0,11.19138174,0,11.19138174,0,0,0,0,0,0,0,0,0,0,3/29/2022,SMSAC,9:10,17.132,166.7,196,127.391,0.09,97.8,9.42,8,6.5,5.81,-0.23,876812,877400,1,,1.116930893
871,SMSAC_3/8/2022_9:10,0,114.2370915,4.759878814,150.7294958,0,1.586626272,17.45288898,1.586626272,3.173252543,0,0,0,7.933131357,0,1.586626272,0,68.22492968,0,3.173252543,0,0,0,0,0,0,0,0,7.933131357,0,1.586626272,20.62614153,1.586626272,0,3.173252543,0,0,0,3.173252543,0,0,0,1.586626272,0,0,0,0,0,0,3.173252543,1.586626272,0,0,3/8/2022,SMSAC,9:10,11.973,139.4,185.2,120.284,0.09,102.3,10.96,7.98,5.16,2.28,-0.22,778414,778967,1,,1.050446912
