ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
MNTFEA_1/7/2019_8:15,7.402173747,7.402173747,0,266.4782548,0,0,125.8369537,0,51.81521623,0,7.402173747,0,37.01086873,162.8478224,5492.41292,7.402173747,29.60869499,0,7.402173747,0,0,0,0,0,0,0,0,44.41304248,0,7.402173747,0,14.8043475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-01,MNTFEA,08:15:00,8.14,73.8,108.7,71,0.05,94.1,11.09,7.31,4.31,2.67,0.89,65689,66197,1,NA,0.964967506
TPSAC_3/11/2019_13:30,1.840547493,20.24602243,0,176.6925594,0,0,20.24602243,0,34.97040238,0,5.521642481,0,7.362189975,5.521642481,23.92711741,0,55.21642481,5.521642481,1.840547493,0,0,0,3.681094987,0,0,0,0,29.4487599,0,0,1.840547493,1.840547493,0,0,1.840547493,0,0,3.681094987,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-11-03,TPSAC,13:30:00,10.154,116,161.7,105,0.08,90.8,10.21,7.49,64.35,1.76,0.74,65880,66553,1,NA,1.278391992
MNTEB1_1/7/2019_10:00,0,52.97535566,35.31690377,944.7271761,0,0,132.4383891,0,194.2429707,0,8.829225941,0,203.0721967,256.0475524,61.8045816,8.829225941,573.8996863,105.9507113,88.29225941,0,0,0,0,0,0,0,0,459.119749,0,0,0,52.97535566,0,0,0,0,8.829225941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-01,MNTEB1,10:00:00,8.171,197.3,290.3,189,0.14,82.2,9.67,7.32,27.8,3.8,0.94,66196,66991,3,NA,1.510136157
KLSAC_3/11/2019_13:40,0,12.43565189,12.43565189,59.0693465,0,1.036304325,1.036304325,0,21.76239082,0,0,0,12.43565189,0,6.217825947,0,16.58086919,0,0,0,0,0,5.181521623,1.036304325,0,2.072608649,0,8.290434596,0,1.036304325,0,0,0,0,1.036304325,0,0,0,0,0,2.072608649,1.036304325,0,0,0,0,1.036304325,1.036304325,0,0,0,NA,2019-11-03,KLSAC,13:40:00,10.205,107.9,150.2,98,0.07,92.4,10.37,7.41,43.35,1.75,0.76,66561,67069,1,NA,0.964967506
SFTSAC_1/7/2019_10:40,0,10.52885194,66.68272894,336.923262,0,0,10.52885194,3.509617312,52.64425969,0,7.019234625,0,182.5001002,31.58655581,63.17311162,0,70.19234625,7.019234625,10.52885194,0,0,0,0,0,3.509617312,0,0,10.52885194,0,0,0,3.509617312,0,0,0,0,0,3.509617312,0,0,0,0,3.509617312,0,0,0,0,0,0,0,0,NA,2019-07-01,SFTSAC,10:40:00,8.31,127,186.1,121,0.09,94.1,11.05,7.58,6.39,2.34,0.76,66913,67663,2,NA,1.424656752
ACCSAC4_3/18/2019_7:25,0,12.79015056,5.116060222,271.1511918,0,0,10.23212044,2.558030111,7.674090333,0,0,0,2.558030111,30.69636133,40.92848177,0,33.25439144,0,0,0,0,0,0,0,2.558030111,0,0,71.62484311,0,0,2.558030111,2.558030111,0,2.558030111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,07:25:00,11.813,101.5,135.8,88,0.06,95.1,10.29,7.54,14.3,3.21,0.59,67406,68092,2,NA,1.3030860420000001
RGSAC_1/7/2019_12:05,0,0,0,271.3893267,0,7.904543496,10.53939133,10.53939133,92.21967415,0,13.17423916,0,121.2030003,63.23634797,150.1863264,0,102.7590655,21.07878266,28.98332616,0,0,0,13.17423916,0,2.634847832,2.634847832,0,247.6756962,0,0,7.904543496,15.80908699,0,0,0,0,0,2.634847832,0,0,0,0,0,0,0,0,0,0,0,13.17423916,0,NA,2019-07-01,RGSAC,12:05:00,8.089,152.4,224.8,146,0.11,93.9,11.09,7.58,16.18,2.54,0.82,67667,68333,1,NA,1.265095196
ACCSAC3_3/18/2019_7:40,0,28.27676094,3.534595118,346.3903216,3.534595118,3.534595118,24.74216583,0,7.069190236,0,0,0,35.34595118,28.27676094,53.01892677,0,247.4216583,0,24.74216583,0,0,0,0,0,0,0,0,113.1070438,0,0,0,3.534595118,0,0,0,0,0,0,3.534595118,0,0,0,0,0,0,0,0,0,3.534595118,0,0,NA,NA,ACCSAC3,07:40:00,11.572,100.8,135.4,88,0.06,95,10.33,7.25,13.97,3.5,0.7,68100,68777,2,NA,1.285990161
KLOG_1/7/2019_12:35,0,26.62835593,213.0268475,639.0805425,0,0,53.25671188,0,612.4521866,0,0,0,479.3104069,0,133.1417797,0,2529.693814,0,186.3984915,0,0,0,346.1686271,159.7701356,0,0,772.2223222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-01,KLOG,12:35:00,7.736,472.6,704.4,458,0.35,93,11.06,7.66,43.25,5.07,1.07,68337,68996,3,NA,1.251798399
ACCSAC2_3/18/2019_7:55,0,15.92867161,7.964335807,844.2195956,0,0,15.92867161,0,7.964335807,0,3.982167904,0,3.982167904,19.91083952,55.75035065,0,135.3937087,7.964335807,23.89300742,0,0,0,0,0,3.982167904,0,0,75.66119017,0,0,0,3.982167904,0,0,0,0,0,3.982167904,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:55:00,11.71,109.7,146.9,95,0.07,95.2,10.32,7.22,14.24,3.72,0.79,68786,69447,2,NA,1.255597484
ACCSAC1_3/18/2019_8:10,0,10.22328919,10.22328919,121.5435492,0,0,11.3592102,0,6.815526122,0,0,0,18.174736330000002,0,47.70868286,0,31.80578857,0,2.271842041,0,0,0,13.63105224,0,0,0,0,48.84460387,0,1.13592102,0,0,0,1.13592102,0,0,1.13592102,0,0,1.13592102,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,08:10:00,11.146,76,103.2,67,0.05,100.4,11.03,7.31,7.04,2.53,0.69,69450,70163,1,NA,1.354373685
TPSAC_1/7/2019_12:50,0,15.62144204,62.48576817,484.2647033,0,0,78.10721022,15.62144204,656.1005658,0,46.86432613,0,531.1290295,46.86432613,218.7001886,0,1765.222951,0,312.4288409,0,0,0,187.4573045,0,0,15.62144204,0,187.4573045,0,0,0,171.8358625,0,15.62144204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-01,TPSAC,12:50:00,7.593,468.9,701.1,456,0.34,92.9,11.08,7.7,56.13,6.33,1.18,69587,70261,2,NA,1.280291534
ACC_3/18/2019_8:25,38.14801427,0,38.14801427,18082.15876,0,0,610.3682282,0,76.29602853,0,38.14801427,0,38.14801427,0,572.220214,0,572.220214,0,114.4440428,0,0,0,0,0,0,0,0,1297.032485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,08:25:00,13.866,244.9,310.8,202,0.15,84.7,8.75,6.98,48.74,11.05,1.13,70162,70852,3,NA,1.310684212
KLSAC_1/7/2019_13:05,0,18.10325299,72.41301195,422.4092363,0,24.13767065,18.10325299,0,271.5487948,0,0,0,187.0669475,0,84.4818473,0,567.2352602,0,96.55068257,0,0,0,168.9636945,0,0,0,0,144.8260239,0,18.10325299,0,0,0,6.034417662,0,0,12.06883533,6.034417662,0,24.13767065,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-01,KLSAC,13:05:00,7.987,226.3,335.9,218,0.16,93.9,11.11,7.68,24.39,3.73,0.97,70275,71002,1,NA,1.380967278
MNTFEA_3/18/2019_9:10,0,0,0,10132.36797,0,0,881.0754759,0,73.42295633,0,0,0,0,0,146.8459127,0,0,0,0,0,0,0,0,0,0,0,0,6901.757895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,09:10:00,11.025,80.9,110.2,72,0.05,81.5,8.98,7.31,6.27,8.74,0.87,70861,71578,2,NA,1.361971855
RRSAC1_1/8/2019_9:50,0,2.264269234,4.528538467,203.784231,0,0,0,2.264269234,20.3784231,0,0,0,43.02111545,0,11.32134617,0,27.17123081,0,9.057076938,0,0,0,56.60673085,0,0,0,0,27.17123081,0,6.792807701,0,0,0,2.264269234,9.057076938,0,4.528538467,0,0,2.264269234,15.84988464,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,RRSAC1,09:50:00,8.384,115.2,168.6,110,0.08,93.8,11,7.43,18.88,3.15,0.85,71008,71628,1,NA,1.177716248
ACCSAC4_1/14/2019_6:40,0,16.05987178,38.54369227,285.8657176,0,6.423948711,22.48382049,6.423948711,64.23948711,0,6.423948711,0,134.9029229,0,96.35923069,0,128.4789742,0,44.96764098,0,0,0,19.27184613,0,0,0,0,192.7184613,0,3.211974355,3.211974355,0,0,0,6.423948711,0,0,0,0,9.635923069,9.635923069,0,0,3.211974355,0,0,0,0,0,0,0,NA,NA,ACCSAC4,06:40:00,10.351,127.1,176,114,0.08,82.6,9.23,7.21,21.05,3.36,0.75,71091,71836,2,NA,1.41515904
MNTEB1_3/18/2019_9:55,0,9.833921486,0,324.519409,0,3.277973829,29.50176446,0,6.555947657,0,0,0,6.555947657,26.22379063,16.38986914,0,295.0176446,9.833921486,22.9458168,0,0,0,0,0,0,0,0,245.8480371,0,0,0,6.555947657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:55:00,14.249,139.6,175.6,114,0.08,84.9,8.7,7.57,14.06,6.23,0.64,71583,72386,1,NA,1.525332495
RRSAC2_1/8/2019_10:20,0,0,65.66641488,358.6396505,0,15.15378805,60.6151522,10.10252537,0,0,0,0,237.4093461,5.051262684,106.0765164,0,90.9227283,0,30.3075761,0,0,0,30.3075761,0,0,0,0,601.1002593,0,0,0,0,0,0,0,0,0,0,0,0,10.10252537,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,RRSAC2,10:20:00,8.582,161.7,235.3,153,0.11,91.5,10.67,7.52,33.76,4.63,0.91,71626,72205,2,NA,1.099835012
ACCSAC3_1/14/2019_6:50,4.041785772,4.041785772,16.16714309,396.0950057,0,0,12.12535732,4.041785772,97.00285854,0,16.16714309,0,64.66857236,40.41785772,76.79392968,0,92.96107277,4.041785772,24.25071463,0,0,0,8.083571545,0,0,0,0,198.0475029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,06:50:00,10.279,127.2,176.7,115,0.08,83,9.3,7.09,17.61,3.64,0.88,71842,72363,2,NA,0.989661557
SMSSL_1/8/2019_11:00,0,8.077989825,40.38994912,727.0190842,0,0,16.15597965,8.077989825,678.5511452,0,88.85788808,0,145.4038168,0,48.46793895,0,80.77989825,0,16.15597965,0,0,0,258.4956744,8.077989825,0,0,0,234.2617049,0,0,0,0,0,8.077989825,0,0,8.077989825,0,0,0,16.15597965,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,SMSSL,11:00:00,10.513,335.8,463.8,301,0.23,74.3,8.27,7.25,122.65,5.39,1.21,72211,72897,2,NA,1.3030860420000001
ACCSAC2_1/14/2019_7:05,2.949258246,2.949258246,17.69554947,300.8243411,0,0,44.23887369,0,97.32552211,0,11.79703298,0,61.93442316,53.08664842,188.7525277,0,91.42700562,8.847774737,41.28961544,0,0,0,8.847774737,2.949258246,8.847774737,0,0,218.2451102,0,0,2.949258246,5.898516491,0,0,2.949258246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:05:00,10.229,137.5,191.3,124,0.09,82.3,9.22,6.98,24.44,3.43,1.13,72368,73082,2,NA,1.356273228
SFTSAC_3/18/2019_11:20,0,88.01986094,0,381.4193974,0,0,33.5313756,0,37.72279755,0,16.7656878,0,0,0,100.5941268,0,4.19142195,0,0,0,0,0,0,0,0,0,0,25.1485317,0,0,0,0,0,0,0,0,0,4.19142195,4.19142195,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SFTSAC,11:20:00,11.307,115.8,156.7,102,0.07,95.6,10.46,7.69,25.83,1.05,0.42,72403,73031,1,NA,1.192912587
SMSUT_1/8/2019_11:10,0,12.11048072,60.5524036,653.9659588,0,12.11048072,108.9943265,0,193.7676915,0,0,0,193.7676915,133.2152879,48.44192287,12.11048072,1271.600476,0,96.88384577,0,0,0,0,0,0,0,0,339.0934601,0,0,0,0,0,0,0,0,0,24.22096144,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,SMSUT,11:10:00,8.7,226.5,328.2,213,0.16,81.3,9.39,7.36,25.26,6.38,0.88,72912,73533,3,NA,1.17961579
RGSAC_3/18/2019_13:20,24.86973719,39.7915795,0,552.1081657,0,4.973947438,64.6613167,0,29.84368463,0,0,19.89578975,0,0,109.4268436,0,34.81763207,4.973947438,0,0,0,0,0,0,4.973947438,0,0,24.86973719,0,0,4.973947438,4.973947438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RGSAC,13:20:00,11.431,121.5,163.8,106,0.08,95.3,10.4,7.51,31.99,2.36,0.63,73026,73782,1,NA,1.436054006
ACCSAC1_1/14/2019_7:15,0,6.529520581,26.11808232,319.9465085,0,3.264760291,9.794280872,3.264760291,42.44188378,0,9.794280872,0,91.41328814,0,65.29520581,0,88.14852785,0,45.70664407,0,0,0,29.38284262,0,0,0,0,163.2380145,0,0,0,0,0,0,6.529520581,0,0,0,0,0,6.529520581,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:15:00,10.114,97,135.3,88,0.06,89.3,10.04,7.01,12.29,3.07,0.9,73078,73723,1,NA,1.225204806
SMSAC_1/8/2019_11:35,2.437234244,2.437234244,12.18617122,268.0957669,0,4.874468489,0,4.874468489,104.8010725,0,12.18617122,0,97.48936979,36.55851367,109.675541,12.18617122,202.2904423,19.49787396,46.30745065,0,0,0,7.311702735,7.311702735,0,0,0,107.2383068,0,0,9.748936979,21.9351082,0,0,2.437234244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.748936979,0,NA,2019-08-01,SMSAC,11:35:00,8.454,145.9,213,138,0.1,93.2,10.9,7.55,26.03,4.53,0.81,73532,74012,1,NA,0.911780321
ACC_1/14/2019_7:30,0,16.34914897,59.94687956,544.9716324,0,27.24858162,43.59773059,0,245.2372346,0,32.69829794,0,196.1897877,0,277.9355325,0,108.9943264,0,70.84631221,0,0,0,0,0,0,5.449716324,0,234.3378019,0,0,0,0,0,0,0,0,0,0,0,5.449716324,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:30:00,10.207,195.4,271.9,177,0.13,71.6,8.04,6.76,28.83,6.31,1.02,73719,74363,3,NA,1.223305264
KLOG_3/18/2019_13:45,0,78.10721022,11.15817289,1983.92314,0,0,22.31634578,0,0,0,0,0,11.15817289,0,11.15817289,0,357.0615324,11.15817289,22.31634578,0,0,0,0,0,0,0,0,836.8629663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15817289,0,NA,NA,KLOG,13:45:00,12.329,137.8,181.6,118,0.09,102.3,10.93,7.44,25.65,2.91,0.63,73779,74453,2,NA,1.280291534
MNTFEA_1/14/2019_8:10,0,16.4000809,0,274.7013551,0,0,143.5007079,0,32.8001618,0,24.60012135,0,4.100020225,90.20044495,426.4021034,0,20.50010112,4.100020225,0,0,0,0,0,4.100020225,0,0,0,45.10022247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:10:00,9.422,78.7,111.9,73,0.05,78,8.92,7.04,10.12,4.12,0.94,74361,75003,1,NA,1.219506179
TPSAC_3/18/2019_13:55,6.086041582,79.11854057,15.21510396,310.3881207,0,6.086041582,18.25812475,3.043020791,15.21510396,0,0,0,15.21510396,0,45.64531187,0,9.129062373,0,3.043020791,0,0,0,12.17208316,0,0,0,0,51.73135345,0,0,3.043020791,0,0,0,0,0,0,0,0,0,3.043020791,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,13:55:00,11.464,121,163.1,106,0.08,96.3,10.51,7.34,28.36,1.28,0.47,74452,75144,1,NA,1.314483296
MNTEB1_1/14/2019_9:50,0,30.41262835,30.41262835,547.4273104,0,0,60.82525672,0,182.4757701,0,0,0,364.9515403,0,243.3010269,0,790.7283373,0,182.4757701,0,0,0,6751.603495,30.41262835,0,0,0,547.4273104,30.41262835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:50:00,10.665,189.8,219.8,143,0.1,69.7,7.73,7.11,22.64,3.72,0.95,75014,75591,2,NA,1.096035928
KLSAC_3/18/2019_14:10,27.25916359,109.0366544,0,636.0471505,0,0,44.29614084,3.407395449,10.22218635,0,0,10.22218635,0,0,81.77749077,0,17.03697724,0,0,0,0,0,0,0,0,0,0,30.66655904,0,0,3.407395449,3.407395449,0,0,6.814790898,0,0,3.407395449,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,14:10:00,11.512,121,162.8,106,0.08,95.4,10.4,7.4,26.67,1.61,0.44,75152,75770,NA,NA,1.173917163
SFTSAC_1/14/2019_10:40,1.862458773,16.76212896,91.26047992,169.4837484,1.862458773,3.724917547,16.76212896,0,68.91097462,0,18.62458773,0,57.73622197,26.07442282,85.67310355,0,44.69901056,0,20.48704651,0,0,0,0,0,0,0,0,44.69901056,0,0,18.62458773,1.862458773,0,1.862458773,0,0,1.862458773,1.862458773,9.312293863,0,0,0,0,1.862458773,0,0,0,0,0,0,0,NA,NA,SFTSAC,10:40:00,10.034,117.1,163.8,106,0.08,89.6,10.09,7.38,15.32,2.33,0.78,75592,76265,2,NA,1.278391992
ELDSAC_3/20/2019_8:10,0,1.627334148,4.06833537,72.41636958,0,0.813667074,8.13667074,0,4.06833537,0,0,0,1.627334148,0.813667074,11.39133904,0,12.20500611,0,1.627334148,0,0,0,2.441001222,4.06833537,0,0,0,52.88835981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.950337814,0,0,0,0,0,0,NA,NA,ELDSAC,08:10:00,12.064,128.1,170.2,111,0.08,91.4,9.83,7.45,15.66,2.43,0.69,75795,76442,1,NA,1.229003891
RGSAC_1/14/2019_11:40,2.147693362,15.03385353,2.147693362,195.4400959,0,2.147693362,17.1815469,8.590773448,34.36309379,0,8.590773448,0,12.88616017,40.80617388,53.69233405,0,32.21540043,2.147693362,17.1815469,0,0,0,0,4.295386724,4.295386724,0,0,70.87388094,0,0,2.147693362,10.73846681,0,2.147693362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RGSAC,11:40:00,10.136,118.1,164.8,107,0.08,88.8,9.99,7.32,17.97,2.83,0.82,76266,77032,1,NA,1.455049429
RRSAC4_3/20/2019_8:35,0,9.524454877,8.658595343,268.4164556,0,4.329297672,6.06101674,0.865859534,10.39031441,0,0,0,11.25617395,0,6.06101674,0,16.45133115,0,2.597578603,0,0,0,6.06101674,0,0,0.865859534,0,57.14672926,0,0,1.731719069,0,0,1.731719069,0,0,0,0.865859534,0,0,1.731719069,0,0,0,0,0,0.865859534,0,0,0,0,NA,NA,RRSAC4,08:35:00,11.915,127.2,169.3,110,0.08,93.6,10.1,7.23,37.9,3.33,0.71,76443,77051,1,NA,1.15492174
KLOG_1/14/2019_12:15,0,50.13739018,33.42492678,1069.597657,0,50.13739018,217.2620241,0,1387.134462,0,0,0,467.948975,0,467.948975,0,1420.559388,0,267.3994143,0,0,0,116.9872437,0,0,0,0,1554.259096,0,0,0,0,0,16.71246339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,12:15:00,10.454,430,594.9,387,0.29,74.3,8.22,7.27,40.13,5.22,1.07,77039,77669,5,NA,1.196711671
RRSAC3_3/20/2019_8:45,2.374929008,11.87464504,39.58215014,215.7227183,0,2.374929008,15.83286006,0.791643003,17.41614606,0,0,0,10.29135904,2.374929008,12.66628804,0,8.708073031,0,1.583286006,0,0,0,10.29135904,0,0,0,0,44.33200816,3.166572011,0,0.791643003,0.791643003,0,0,0,0,0,0,0,0,4.749858017,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC3,08:45:00,11.912,128.9,171,111,0.08,94,10.14,7.23,29.45,2.13,0.68,77046,77711,1,NA,1.263195653
RRSAC2A_3/20/2019_8:55,5.857497601,5.857497601,20.5012416,360.2361024,0,0,5.857497601,0,11.7149952,0,0,0,17.5724928,0,222.5849088,0,73.21872001,0,2.9287488,0,0,0,14.643744,0,0,0,0,536.93728,2.9287488,0,8.786246401,0,0,0,0,0,5.857497601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2A,08:55:00,12.204,172.4,228.5,148,0.11,94.3,10.1,7.28,26.86,2.99,0.73,77712,78431,1,NA,1.365770939
ACCSAC4_1/28/2019_6:40,0,5.230428186,47.07385367,523.0428186,0,0,15.69128456,0,115.0694201,0,0,0,67.99556641,0,57.53471004,0,115.0694201,0,20.92171274,0,0,0,41.84342548,0,0,0,0,120.2998482,0,5.230428186,0,0,0,0,10.46085637,0,15.69128456,0,0,0,10.46085637,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,06:40:00,10.972,129.5,176.6,115,0.08,82.5,9.09,7.57,71.76,3.97,0.53,77838,78509,1,NA,1.274592907
TPSAC_1/14/2019_12:25,0,29.11740027,189.2631017,844.4046078,0,29.11740027,116.4696011,0,1310.283012,0,145.5870013,0,145.5870013,29.11740027,247.4979023,0,596.9067055,0,58.23480054,0,0,0,72.79350067,43.6761004,0,0,0,378.5262035,0,0,0,0,0,0,29.11740027,0,43.6761004,0,0,14.55870013,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,12:25:00,10.376,327.6,454.9,296,0.22,78.4,8.73,7.4,49.2,4.76,1.04,77870,78322,3,NA,0.858593136
KLSAC_1/14/2019_12:35,0,18.93678406,18.93678406,348.4368267,0,0,26.51149768,0,238.6034792,0,18.93678406,0,41.66092493,68.17242262,174.2184134,3.787356812,249.9655496,7.574713624,64.3850658,0,0,0,0,30.2988545,0,0,0,231.0287655,0,0,7.574713624,18.93678406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787356812,0,NA,NA,KLSAC,12:35:00,10.222,168.2,234,152,0.11,86.8,9.73,7.43,26.1,2.99,0.84,78348,78904,2,NA,1.056145539
RRSAC2B_3/20/2019_9:15,0,5.449716324,6.812145404,212.5389366,0,0,10.89943264,0,6.812145404,0,0,0,25.88615254,0,40.87287243,0,117.1689009,0,21.7988653,0,0,0,6.812145404,25.88615254,0,0,0,588.569363,1.362429081,0,4.087287243,0,0,0,0,0,0,0,0,0,0,6.812145404,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2B,09:15:00,12.181,168.2,222.4,145,0.11,93.2,9.99,7.76,25.23,2.93,0.65,78432,79076,1,NA,1.223305264
ACCSAC3_1/28/2019_6:50,8.409626148,4.204813074,12.61443922,441.5053728,0,12.61443922,29.43369152,4.204813074,117.7347661,0,29.43369152,0,46.25294381,29.43369152,67.27700918,0,113.529953,29.43369152,25.22887844,0,0,0,8.409626148,0,8.409626148,0,0,84.09626148,0,0,21.02406537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,06:50:00,10.724,129.3,177.6,115,0.08,82.6,9.12,7.28,36.96,6.35,0.99,78520,79146,2,NA,1.189113502
SMSSL_1/15/2019_12:00,0,4.350765263,30.45535684,400.2704042,0,0,8.701530527,0,169.6798453,0,0,0,95.71683579,0,60.91071369,0,56.55994842,0,13.05229579,0,0,0,356.7627516,8.701530527,0,0,0,147.926019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,12:00:00,10.699,239.4,331,215,0.16,65.1,7.22,7.38,24.25,4.07,0.72,78909,79514,2,NA,1.149223113
RRSAC1_3/20/2019_9:25,0,9.591059454,12.78807927,206.9774313,0,0,13.85375255,0,13.85375255,0,0,0,23.44481201,0,1.065673273,0,3.197019819,0,0,0,0,0,5.328366365,0,0,0,0,18.11644564,0,3.197019819,4.262693092,0,0,1.065673273,0,0,1.065673273,0,0,0,1.065673273,1.065673273,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC1,09:25:00,11.872,123.1,164.1,107,0.08,93.8,10.13,7.42,24.72,1.82,0.64,79077,79727,1,NA,1.234702518
ACCSAC2_1/28/2019_7:00,0,6.009618686,42.0673308,691.1061489,0,12.01923737,18.02885606,0,192.3077979,0,24.03847475,0,48.07694948,0,90.14428028,0,144.2308485,0,18.02885606,0,0,0,0,6.009618686,0,6.009618686,0,156.2500858,0,0,0,6.009618686,0,18.02885606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:00:00,10.477,135.8,187.8,122,0.09,82.7,9.21,7.23,25.95,2.88,0.71,79155,79739,2,NA,1.109332724
SMSUT_1/15/2019_12:15,4.762031632,9.524063261,0,504.775353,0,9.524063261,71.43047447,4.762031632,71.43047447,0,4.762031632,0,128.5748541,57.14437958,109.5267275,4.762031632,252.3876764,0,28.57218979,0,0,0,0,38.09625305,0,0,0,442.8689417,0,0,9.524063261,28.57218979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524063261,0,NA,NA,SMSUT,12:15:00,10.441,162,224.2,146,0.11,61.6,6.87,7.08,17.68,4.74,0.83,79518,80255,2,NA,1.399962701
SMSSL_3/20/2019_10:15,0,10.3903144,6.926876266,193.9525354,0,3.463438133,20.7806288,0,24.24406693,0,0,0,0,0,34.63438133,0,360.1975658,0,10.3903144,0,0,6.926876266,10.3903144,3.463438133,0,0,0,31.1709432,0,0,0,0,0,0,0,0,0,0,0,0,3.463438133,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,10:15:00,12.923,144,174.3,113,0.08,90.9,9.6,7.31,24.98,3.38,0.63,79753,80323,1,NA,1.082739131
ACCSAC1_1/28/2019_7:10,2.550593977,5.101187954,5.101187954,249.9582098,0,0,20.40475182,2.550593977,17.85415784,0,5.101187954,2.550593977,17.85415784,7.651781931,28.05653375,0,58.66366147,10.20237591,22.95534579,0,0,0,7.651781931,0,5.101187954,0,0,51.01187954,0,0,5.101187954,15.30356386,0,7.651781931,5.101187954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:10:00,10.462,94.7,130.9,85,0.06,88.5,9.89,7.22,20.06,2.75,0.77,79755,80271,1,NA,0.980163845
